Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1321407,-,-,-,42.25,-71.22,-5,63,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2001,1,1,0,0,0,0,-6.738165283203102
2001,1,1,0,30,0,0,-6.757421874999977
2001,1,1,1,0,0,0,-6.776647949218727
2001,1,1,1,30,0,0,-6.810369873046852
2001,1,1,2,0,0,0,-6.844122314453102
2001,1,1,2,30,0,0,-6.906927490234352
2001,1,1,3,0,0,0,-6.969763183593727
2001,1,1,3,30,0,0,-7.062963867187477
2001,1,1,4,0,0,0,-7.156164550781227
2001,1,1,4,30,0,0,-7.266271972656227
2001,1,1,5,0,0,0,-7.376348876953102
2001,1,1,5,30,0,0,-7.519262695312477
2001,1,1,6,0,0,0,-7.662176513671852
2001,1,1,6,30,0,0,-7.732580566406227
2001,1,1,7,0,0,0,-7.802984619140602
2001,1,1,7,30,11,131,-7.361090087890602
2001,1,1,8,0,38,378,-6.919165039062477
2001,1,1,8,30,50,566,-6.301031494140602
2001,1,1,9,0,59,675,-5.682867431640602
2001,1,1,9,30,65,744,-5.032324218749977
2001,1,1,10,0,70,791,-4.381781005859352
2001,1,1,10,30,73,822,-3.8123840332031023
2001,1,1,11,0,76,841,-3.2430175781249773
2001,1,1,11,30,77,851,-2.8489135742187273
2001,1,1,12,0,76,853,-2.4548400878906023
