Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1321407,-,-,-,42.25,-71.22,-5,63,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2003,1,1,0,0,0,0,4.904382324218773
2003,1,1,0,30,0,0,4.809106445312523
2003,1,1,1,0,0,0,4.713830566406273
2003,1,1,1,30,0,0,4.546472167968773
2003,1,1,2,0,0,0,4.379083251953148
2003,1,1,2,30,0,0,4.171868896484398
2003,1,1,3,0,0,0,3.9646545410156477
2003,1,1,3,30,0,0,3.8248229980468977
2003,1,1,4,0,0,0,3.6850219726562727
2003,1,1,4,30,0,0,3.5812316894531477
2003,1,1,5,0,0,0,3.4774108886718977
2003,1,1,5,30,0,0,3.3485046386718977
2003,1,1,6,0,0,0,3.2195678710937727
2003,1,1,6,30,0,0,3.1058593750000227
2003,1,1,7,0,0,0,2.9921508789062727
2003,1,1,7,30,8,21,3.1627136230468977
2003,1,1,8,0,37,91,3.3332763671875227
2003,1,1,8,30,66,135,3.6306396484375227
2003,1,1,9,0,94,64,3.9280334472656477
2003,1,1,9,30,114,36,4.152459716796898
2003,1,1,10,0,123,365,4.376916503906273
2003,1,1,10,30,162,154,4.475488281250023
2003,1,1,11,0,173,100,4.574029541015648
2003,1,1,11,30,176,69,4.534906005859398
2003,1,1,12,0,167,35,4.495812988281273
2003,1,1,12,30,164,38,4.386163330078148
2003,1,1,13,0,139,5,4.276513671875023
2003,1,1,13,30,124,0,4.039575195312523
2003,1,1,14,0,80,0,3.8026367187500227
2003,1,1,14,30,66,0,3.5487304687500227
2003,1,1,15,0,46,0,3.2947937011718977
2003,1,1,15,30,27,0,3.0188537597656477
2003,1,1,16,0,0,0,2.7429443359375227
2003,1,1,16,30,0,0,2.5378356933593977
2003,1,1,17,0,0,0,2.3327270507812727
2003,1,1,17,30,0,0,2.1803833007812727
2003,1,1,18,0,0,0,2.0280700683593977
2003,1,1,18,30,0,0,1.8430419921875227
2003,1,1,19,0,0,0,1.6580139160156477
2003,1,1,19,30,0,0,1.4891296386718977
2003,1,1,20,0,0,0,1.3202148437500227
2003,1,1,20,30,0,0,1.1322875976562727
2003,1,1,21,0,0,0,0.9443603515625227
2003,1,1,21,30,0,0,0.8165222167968977
2003,1,1,22,0,0,0,0.6886840820312727
2003,1,1,22,30,0,0,0.5466857910156477
2003,1,1,23,0,0,0,0.40468750000002274
2003,1,1,23,30,0,0,0.28136596679689774
2003,1,2,0,0,0,0,0.15801391601564774
2003,1,2,0,30,0,0,0.026300048828147737
2003,1,2,1,0,0,0,-0.10544433593747726
2003,1,2,1,30,0,0,-0.30774536132810226
2003,1,2,2,0,0,0,-0.5100463867187273
2003,1,2,2,30,0,0,-0.9067749023437273
2003,1,2,3,0,0,0,-1.3035034179687273
2003,1,2,3,30,0,0,-1.8649658203124773
2003,1,2,4,0,0,0,-2.4263977050781023
2003,1,2,4,30,0,0,-3.0385498046874773
2003,1,2,5,0,0,0,-3.6506713867187273
2003,1,2,5,30,0,0,-4.098303222656227
2003,1,2,6,0,0,0,-4.545904541015602
2003,1,2,6,30,0,0,-4.805548095703102
2003,1,2,7,0,0,0,-5.065222167968727
2003,1,2,7,30,10,117,-4.921820068359352
2003,1,2,8,0,36,348,-4.778417968749977
2003,1,2,8,30,48,529,-4.662847900390602
2003,1,2,9,0,57,635,-4.547277832031227
2003,1,2,9,30,63,705,-4.459539794921852
2003,1,2,10,0,68,752,-4.371832275390602
2003,1,2,10,30,71,784,-4.277777099609352
2003,1,2,11,0,74,805,-4.183752441406227
2003,1,2,11,30,75,816,-4.068762207031227
2003,1,2,12,0,75,820,-3.9538024902343523
2003,1,2,12,30,74,815,-3.9224304199218523
2003,1,2,13,0,148,19,-3.8910278320312273
2003,1,2,13,30,68,780,-3.9481872558593523
2003,1,2,14,0,125,202,-4.005316162109352
2003,1,2,14,30,101,180,-4.235266113281227
2003,1,2,15,0,76,57,-4.465185546874977
2003,1,2,15,30,49,23,-4.971929931640602
2003,1,2,16,0,0,0,-5.478674316406227
2003,1,2,16,30,0,0,-5.689886474609352
2003,1,2,17,0,0,0,-5.901068115234352
2003,1,2,17,30,0,0,-5.896856689453102
2003,1,2,18,0,0,0,-5.892614746093727
2003,1,2,18,30,0,0,-5.938696289062477
2003,1,2,19,0,0,0,-5.984777832031227
2003,1,2,19,30,0,0,-5.984503173828102
2003,1,2,20,0,0,0,-5.984228515624977
2003,1,2,20,30,0,0,-5.820776367187477
2003,1,2,21,0,0,0,-5.657324218749977
2003,1,2,21,30,0,0,-5.214849853515602
2003,1,2,22,0,0,0,-4.772375488281227
2003,1,2,22,30,0,0,-4.239294433593727
2003,1,2,23,0,0,0,-3.7062133789062273
2003,1,2,23,30,0,0,-3.3668273925781023
2003,1,3,0,0,0,0,-3.0274719238281023
2003,1,3,0,30,0,0,-2.8240722656249773
2003,1,3,1,0,0,0,-2.6206420898437273
2003,1,3,1,30,0,0,-2.4695800781249773
2003,1,3,2,0,0,0,-2.3185485839843523
2003,1,3,2,30,0,0,-2.2233947753906023
2003,1,3,3,0,0,0,-2.1282714843749773
2003,1,3,3,30,0,0,-2.0806030273437273
2003,1,3,4,0,0,0,-2.0329650878906023
2003,1,3,4,30,0,0,-1.9910034179687273
2003,1,3,5,0,0,0,-1.9490417480468523
2003,1,3,5,30,0,0,-1.8946594238281023
2003,1,3,6,0,0,0,-1.8403076171874773
2003,1,3,6,30,0,0,-1.7431701660156023
2003,1,3,7,0,0,0,-1.6460327148437273
2003,1,3,7,30,7,0,-1.2651428222656023
2003,1,3,8,0,35,29,-0.8842224121093523
2003,1,3,8,30,9,0,-0.44940795898435226
2003,1,3,9,0,57,0,-0.014624023437477263
2003,1,3,9,30,45,0,0.19341430664064774
2003,1,3,10,0,144,156,0.40148315429689774
2003,1,3,10,30,157,60,0.46901855468752274
2003,1,3,11,0,107,0,0.5365234375000227
2003,1,3,11,30,111,0,0.5887695312500227
2003,1,3,12,0,131,0,0.6410156250000227
2003,1,3,12,30,117,0,0.6858764648437727
2003,1,3,13,0,137,1,0.7307678222656477
2003,1,3,13,30,105,0,0.7683044433593977
2003,1,3,14,0,69,0,0.8058105468750227
2003,1,3,14,30,71,0,0.7890258789062727
2003,1,3,15,0,29,0,0.7722412109375227
2003,1,3,15,30,17,0,0.6458984375000227
2003,1,3,16,0,0,0,0.5195556640625227
2003,1,3,16,30,0,0,0.42931518554689774
2003,1,3,17,0,0,0,0.33904418945314774
2003,1,3,17,30,0,0,0.35534057617189774
2003,1,3,18,0,0,0,0.37163696289064774
2003,1,3,18,30,0,0,0.42995605468752274
2003,1,3,19,0,0,0,0.48827514648439774
2003,1,3,19,30,0,0,0.43724975585939774
2003,1,3,20,0,0,0,0.38619384765627274
2003,1,3,20,30,0,0,0.44924316406252274
2003,1,3,21,0,0,0,0.5122619628906477
2003,1,3,21,30,0,0,0.5241027832031477
2003,1,3,22,0,0,0,0.5359741210937727
2003,1,3,22,30,0,0,0.6095825195312727
2003,1,3,23,0,0,0,0.6832214355468977
2003,1,3,23,30,0,0,0.7166076660156477
2003,1,4,0,0,0,0,0.7500244140625227
2003,1,4,0,30,0,0,0.7451721191406477
2003,1,4,1,0,0,0,0.7402893066406477
2003,1,4,1,30,0,0,0.7470642089843977
2003,1,4,2,0,0,0,0.7538696289062727
2003,1,4,2,30,0,0,0.7177062988281477
2003,1,4,3,0,0,0,0.6815429687500227
2003,1,4,3,30,0,0,0.6428771972656477
2003,1,4,4,0,0,0,0.6041809082031477
2003,1,4,4,30,0,0,0.5646301269531477
2003,1,4,5,0,0,0,0.5250793457031477
2003,1,4,5,30,0,0,0.46325073242189774
2003,1,4,6,0,0,0,0.40142211914064774
2003,1,4,6,30,0,0,0.30141601562502274
2003,1,4,7,0,0,0,0.20144042968752274
2003,1,4,7,30,11,118,0.12529907226564774
2003,1,4,8,0,36,353,0.04912719726564774
2003,1,4,8,30,48,536,0.017266845703147737
2003,1,4,9,0,31,0,-0.014624023437477263
2003,1,4,9,30,59,0,-0.12445678710935226
2003,1,4,10,0,98,0,-0.23428955078122726
2003,1,4,10,30,99,0,-0.35559692382810226
2003,1,4,11,0,92,0,-0.47687377929685226
2003,1,4,11,30,95,0,-0.6291259765624773
2003,1,4,12,0,94,0,-0.7813476562499773
2003,1,4,12,30,134,0,-0.9318603515624773
2003,1,4,13,0,117,0,-1.0823425292968523
2003,1,4,13,30,48,0,-1.2122253417968523
2003,1,4,14,0,83,0,-1.3421081542968523
2003,1,4,14,30,57,707,-1.5842346191406023
2003,1,4,15,0,47,641,-1.8263610839843523
2003,1,4,15,30,29,590,-2.2460998535156023
2003,1,4,16,0,0,0,-2.6658386230468523
2003,1,4,16,30,0,0,-2.8411315917968523
2003,1,4,17,0,0,0,-3.0164245605468523
2003,1,4,17,30,0,0,-3.0969299316406023
2003,1,4,18,0,0,0,-3.1774047851562273
2003,1,4,18,30,0,0,-3.2268432617187273
2003,1,4,19,0,0,0,-3.2762817382812273
2003,1,4,19,30,0,0,-3.3847106933593523
2003,1,4,20,0,0,0,-3.4931396484374773
2003,1,4,20,30,0,0,-3.7869018554687273
2003,1,4,21,0,0,0,-4.080664062499977
2003,1,4,21,30,0,0,-4.464147949218727
2003,1,4,22,0,0,0,-4.847601318359352
2003,1,4,22,30,0,0,-5.115698242187477
2003,1,4,23,0,0,0,-5.383764648437477
2003,1,4,23,30,0,0,-5.701025390624977
2003,1,5,0,0,0,0,-6.018316650390602
2003,1,5,0,30,0,0,-6.376745605468727
2003,1,5,1,0,0,0,-6.735205078124977
2003,1,5,1,30,0,0,-7.064306640624977
2003,1,5,2,0,0,0,-7.393408203124977
2003,1,5,2,30,0,0,-7.696874999999977
2003,1,5,3,0,0,0,-8.000311279296852
2003,1,5,3,30,0,0,-8.365576171874977
2003,1,5,4,0,0,0,-8.730810546874977
2003,1,5,4,30,0,0,-9.149694824218727
2003,1,5,5,0,0,0,-9.568579101562477
2003,1,5,5,30,0,0,-9.976782226562477
2003,1,5,6,0,0,0,-10.384985351562477
2003,1,5,6,30,0,0,-10.330206298828102
2003,1,5,7,0,0,0,-10.275396728515602
2003,1,5,7,30,11,127,-8.512548828124977
2003,1,5,8,0,37,370,-6.749700927734352
2003,1,5,8,30,50,556,-5.449682617187477
2003,1,5,9,0,58,664,-4.149694824218727
2003,1,5,9,30,65,734,-2.9561218261718523
2003,1,5,10,0,70,780,-1.7625183105468523
2003,1,5,10,30,73,812,-1.0462707519531023
2003,1,5,11,0,75,832,-0.33002319335935226
2003,1,5,11,30,77,842,-0.14255371093747726
2003,1,5,12,0,77,844,0.04491577148439774
2003,1,5,12,30,75,837,0.08181152343752274
2003,1,5,13,0,73,822,0.11870727539064774
2003,1,5,13,30,124,404,0.14010009765627274
2003,1,5,14,0,108,382,0.16149291992189774
2003,1,5,14,30,105,172,-0.014105224609352263
2003,1,5,15,0,78,151,-0.18970336914060226
2003,1,5,15,30,51,114,-1.4644226074218523
2003,1,5,16,0,37,0,-2.7391418457031023
2003,1,5,16,30,0,0,-3.3074707031249773
2003,1,5,17,0,0,0,-3.8757995605468523
2003,1,5,17,30,0,0,-3.8506530761718523
2003,1,5,18,0,0,0,-3.8255065917968523
2003,1,5,18,30,0,0,-3.5386413574218523
2003,1,5,19,0,0,0,-3.2517761230468523
2003,1,5,19,30,0,0,-3.0091308593749773
2003,1,5,20,0,0,0,-2.7664550781249773
2003,1,5,20,30,0,0,-2.7759460449218523
2003,1,5,21,0,0,0,-2.7854064941406023
2003,1,5,21,30,0,0,-2.8983215332031023
2003,1,5,22,0,0,0,-3.0112365722656023
2003,1,5,22,30,0,0,-3.0827697753906023
2003,1,5,23,0,0,0,-3.1543334960937273
2003,1,5,23,30,0,0,-3.2299560546874773
2003,1,6,0,0,0,0,-3.3056091308593523
2003,1,6,0,30,0,0,-3.3393005371093523
2003,1,6,1,0,0,0,-3.3729614257812273
2003,1,6,1,30,0,0,-3.3467773437499773
2003,1,6,2,0,0,0,-3.3205932617187273
2003,1,6,2,30,0,0,-3.3321289062499773
2003,1,6,3,0,0,0,-3.3436340332031023
2003,1,6,3,30,0,0,-3.5684570312499773
2003,1,6,4,0,0,0,-3.7932800292968523
2003,1,6,4,30,0,0,-4.235205078124977
2003,1,6,5,0,0,0,-4.677130126953102
2003,1,6,5,30,0,0,-5.108984374999977
2003,1,6,6,0,0,0,-5.540869140624977
2003,1,6,6,30,0,0,-5.712683105468727
2003,1,6,7,0,0,0,-5.884497070312477
2003,1,6,7,30,11,124,-5.103826904296852
2003,1,6,8,0,37,362,-4.323126220703102
2003,1,6,8,30,36,0,-3.5664123535156023
2003,1,6,9,0,60,0,-2.8097290039062273
2003,1,6,9,30,76,0,-2.1576293945312273
2003,1,6,10,0,133,28,-1.5055603027343523
2003,1,6,10,30,48,0,-1.2594360351562273
2003,1,6,11,0,75,0,-1.0133117675781023
2003,1,6,11,30,175,50,-1.0033935546874773
2003,1,6,12,0,148,3,-0.9934448242187273
2003,1,6,12,30,145,2,-1.1320251464843523
2003,1,6,13,0,136,0,-1.2706054687499773
2003,1,6,13,30,99,0,-1.4342712402343523
2003,1,6,14,0,121,15,-1.5979675292968523
2003,1,6,14,30,98,0,-1.8036865234374773
2003,1,6,15,0,80,59,-2.0094055175781023
2003,1,6,15,30,53,30,-2.2315429687499773
2003,1,6,16,0,30,0,-2.4536804199218523
2003,1,6,16,30,0,0,-2.6101745605468523
2003,1,6,17,0,0,0,-2.7666381835937273
2003,1,6,17,30,0,0,-2.9970153808593523
2003,1,6,18,0,0,0,-3.2273925781249773
2003,1,6,18,30,0,0,-3.4470581054687273
2003,1,6,19,0,0,0,-3.6667236328124773
2003,1,6,19,30,0,0,-3.7238220214843523
2003,1,6,20,0,0,0,-3.7809204101562273
2003,1,6,20,30,0,0,-3.8482421874999773
2003,1,6,21,0,0,0,-3.9155639648437273
2003,1,6,21,30,0,0,-3.9108032226562273
2003,1,6,22,0,0,0,-3.9060729980468523
