Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1321407,-,-,-,42.25,-71.22,-5,63,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2014,1,1,0,0,0,0,-5.976568603515602
2014,1,1,0,30,0,0,-6.210333251953102
2014,1,1,1,0,0,0,-6.444067382812477
2014,1,1,1,30,0,0,-6.635382080078102
2014,1,1,2,0,0,0,-6.826727294921852
2014,1,1,2,30,0,0,-6.998510742187477
2014,1,1,3,0,0,0,-7.170294189453102
2014,1,1,3,30,0,0,-7.302679443359352
2014,1,1,4,0,0,0,-7.435095214843727
2014,1,1,4,30,0,0,-7.551153564453102
2014,1,1,5,0,0,0,-7.667242431640602
2014,1,1,5,30,0,0,-7.785314941406227
2014,1,1,6,0,0,0,-7.903387451171852
2014,1,1,6,30,0,0,-7.885839843749977
2014,1,1,7,0,0,0,-7.868292236328102
2014,1,1,7,30,12,140,-7.263861083984352
2014,1,1,8,0,39,395,-6.659399414062477
2014,1,1,8,30,51,586,-5.802160644531227
2014,1,1,9,0,60,695,-4.944891357421852
2014,1,1,9,30,66,763,-4.396856689453102
2014,1,1,10,0,71,809,-3.8488525390624773
2014,1,1,10,30,74,839,-3.4831909179687273
2014,1,1,11,0,76,857,-3.1175598144531023
2014,1,1,11,30,77,865,-2.9010375976562273
2014,1,1,12,0,77,866,-2.6844848632812273
2014,1,1,12,30,76,858,-2.6065734863281023
2014,1,1,13,0,74,842,-2.5286621093749773
2014,1,1,13,30,125,370,-2.6910461425781023
2014,1,1,14,0,108,353,-2.8534606933593523
2014,1,1,14,30,98,212,-3.1984924316406023
2014,1,1,15,0,71,219,-3.5435241699218523
2014,1,1,15,30,46,173,-4.061743164062477
2014,1,1,16,0,0,0,-4.579962158203102
2014,1,1,16,30,0,0,-4.702947998046852
2014,1,1,17,0,0,0,-4.825964355468727
2014,1,1,17,30,0,0,-4.928167724609352
2014,1,1,18,0,0,0,-5.030371093749977
2014,1,1,18,30,0,0,-5.146734619140602
2014,1,1,19,0,0,0,-5.263067626953102
2014,1,1,19,30,0,0,-5.207281494140602
2014,1,1,20,0,0,0,-5.151495361328102
2014,1,1,20,30,0,0,-5.069006347656227
2014,1,1,21,0,0,0,-4.986547851562477
2014,1,1,21,30,0,0,-5.053686523437477
2014,1,1,22,0,0,0,-5.120855712890602
2014,1,1,22,30,0,0,-5.227758789062477
2014,1,1,23,0,0,0,-5.334692382812477
2014,1,1,23,30,0,0,-5.451910400390602
2014,1,2,0,0,0,0,-5.569097900390602
2014,1,2,0,30,0,0,-5.702490234374977
2014,1,2,1,0,0,0,-5.835852050781227
2014,1,2,1,30,0,0,-5.959326171874977
2014,1,2,2,0,0,0,-6.082800292968727
2014,1,2,2,30,0,0,-6.207220458984352
2014,1,2,3,0,0,0,-6.331640624999977
2014,1,2,3,30,0,0,-6.407934570312477
2014,1,2,4,0,0,0,-6.484259033203102
2014,1,2,4,30,0,0,-6.520483398437477
2014,1,2,5,0,0,0,-6.556738281249977
2014,1,2,5,30,0,0,-6.565649414062477
2014,1,2,6,0,0,0,-6.574530029296852
2014,1,2,6,30,0,0,-6.542425537109352
2014,1,2,7,0,0,0,-6.510290527343727
2014,1,2,7,30,7,0,-6.326025390624977
2014,1,2,8,0,36,38,-6.141760253906227
2014,1,2,8,30,66,138,-5.838873291015602
2014,1,2,9,0,28,0,-5.536016845703102
2014,1,2,9,30,68,0,-5.191076660156227
