Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1321407,-,-,-,42.25,-71.22,-5,63,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2013,1,1,0,0,0,0,-0.9598754882812273
2013,1,1,0,30,0,0,-0.8935302734374773
2013,1,1,1,0,0,0,-0.8271850585937273
2013,1,1,1,30,0,0,-0.6590332031249773
2013,1,1,2,0,0,0,-0.49091186523435226
2013,1,1,2,30,0,0,-0.38953247070310226
2013,1,1,3,0,0,0,-0.28818359374997726
2013,1,1,3,30,0,0,-0.25034179687497726
2013,1,1,4,0,0,0,-0.21246948242185226
2013,1,1,4,30,0,0,-0.19684448242185226
2013,1,1,5,0,0,0,-0.18121948242185226
2013,1,1,5,30,0,0,-0.21738281249997726
2013,1,1,6,0,0,0,-0.25357666015622726
2013,1,1,6,30,0,0,-0.33304443359372726
2013,1,1,7,0,0,0,-0.41254272460935226
2013,1,1,7,30,11,127,-0.26160278320310226
2013,1,1,8,0,38,373,-0.11069335937497726
2013,1,1,8,30,51,562,0.04104003906252274
2013,1,1,9,0,60,672,0.19277343750002274
2013,1,1,9,30,67,743,0.17644653320314774
2013,1,1,10,0,72,790,0.16008911132814774
2013,1,1,10,30,75,821,0.11632690429689774
2013,1,1,11,0,157,334,0.07256469726564774
2013,1,1,11,30,141,460,0.018060302734397737
2013,1,1,12,0,149,419,-0.03641357421872726
2013,1,1,12,30,136,463,-0.11127319335935226
2013,1,1,13,0,137,400,-0.18613281249997726
2013,1,1,13,30,124,389,-0.34216918945310226
2013,1,1,14,0,123,221,-0.49820556640622726
2013,1,1,14,30,101,44,-0.9311279296874773
2013,1,1,15,0,55,442,-1.3640197753906023
2013,1,1,15,30,39,363,-2.0311645507812273
2013,1,1,16,0,0,0,-2.6983093261718523
2013,1,1,16,30,0,0,-3.2417053222656023
2013,1,1,17,0,0,0,-3.7850708007812273
2013,1,1,17,30,0,0,-4.349157714843727
2013,1,1,18,0,0,0,-4.913244628906227
2013,1,1,18,30,0,0,-5.446234130859352
2013,1,1,19,0,0,0,-5.979223632812477
2013,1,1,19,30,0,0,-6.418341064453102
2013,1,1,20,0,0,0,-6.857458496093727
2013,1,1,20,30,0,0,-7.232153320312477
2013,1,1,21,0,0,0,-7.606848144531227
2013,1,1,21,30,0,0,-7.922644042968727
2013,1,1,22,0,0,0,-8.238470458984352
2013,1,1,22,30,0,0,-8.505316162109352
2013,1,1,23,0,0,0,-8.772192382812477
2013,1,1,23,30,0,0,-9.007086181640602
2013,1,2,0,0,0,0,-9.241979980468727
2013,1,2,0,30,0,0,-9.397863769531227
2013,1,2,1,0,0,0,-9.553717041015602
