Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1321407,-,-,-,42.25,-71.22,-5,63,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
1999,1,1,0,0,0,0,-6.696600341796852
1999,1,1,0,30,0,0,-6.622503662109352
1999,1,1,1,0,0,0,-6.548376464843727
1999,1,1,1,30,0,0,-6.469335937499977
1999,1,1,2,0,0,0,-6.390295410156227
1999,1,1,2,30,0,0,-6.269598388671852
1999,1,1,3,0,0,0,-6.148870849609352
1999,1,1,3,30,0,0,-6.063452148437477
1999,1,1,4,0,0,0,-5.978002929687477
1999,1,1,4,30,0,0,-5.953009033203102
1999,1,1,5,0,0,0,-5.927984619140602
1999,1,1,5,30,0,0,-5.973730468749977
1999,1,1,6,0,0,0,-6.019445800781227
1999,1,1,6,30,0,0,-6.001837158203102
1999,1,1,7,0,0,0,-5.984197998046852
1999,1,1,7,30,12,140,-5.530859374999977
1999,1,1,8,0,38,396,-5.077520751953102
1999,1,1,8,30,51,589,-4.596685791015602
1999,1,1,9,0,59,699,-4.115850830078102
1999,1,1,9,30,66,770,-3.7827819824218523
1999,1,1,10,0,71,818,-3.4497436523437273
1999,1,1,10,30,74,849,-3.3280090332031023
1999,1,1,11,0,76,868,-3.2062438964843523
1999,1,1,11,30,77,879,-3.4213012695312273
1999,1,1,12,0,180,99,-3.6363281249999773
1999,1,1,12,30,152,369,-4.126196289062477
1999,1,1,13,0,149,23,-4.616094970703102
1999,1,1,13,30,135,20,-5.159857177734352
1999,1,1,14,0,69,625,-5.703649902343727
1999,1,1,14,30,71,0,-6.419378662109352
1999,1,1,15,0,46,705,-7.135137939453102
1999,1,1,15,30,41,562,-7.607977294921852
1999,1,1,16,0,0,0,-8.080816650390602
1999,1,1,16,30,0,0,-8.443762207031227
1999,1,1,17,0,0,0,-8.806707763671852
1999,1,1,17,30,0,0,-9.258612060546852
1999,1,1,18,0,0,0,-9.710516357421852
1999,1,1,18,30,0,0,-10.193426513671852
1999,1,1,19,0,0,0,-10.676336669921852
1999,1,1,19,30,0,0,-11.245764160156227
1999,1,1,20,0,0,0,-11.815191650390602
1999,1,1,20,30,0,0,-12.320532226562477
1999,1,1,21,0,0,0,-12.825872802734352
1999,1,1,21,30,0,0,-13.329382324218727
1999,1,1,22,0,0,0,-13.832891845703102
1999,1,1,22,30,0,0,-14.221044921874977
1999,1,1,23,0,0,0,-14.609228515624977
1999,1,1,23,30,0,0,-14.896765136718727
1999,1,2,0,0,0,0,-15.184332275390602
1999,1,2,0,30,0,0,-15.373785400390602
1999,1,2,1,0,0,0,-15.563269042968727
1999,1,2,1,30,0,0,-15.671575927734352
1999,1,2,2,0,0,0,-15.779882812499977
1999,1,2,2,30,0,0,-15.840002441406227
1999,1,2,3,0,0,0,-15.900122070312477
1999,1,2,3,30,0,0,-15.939947509765602
1999,1,2,4,0,0,0,-15.979803466796852
1999,1,2,4,30,0,0,-15.988409423828102
1999,1,2,5,0,0,0,-15.997015380859352
1999,1,2,5,30,0,0,-15.956579589843727
1999,1,2,6,0,0,0,-15.916143798828102
1999,1,2,6,30,0,0,-15.760260009765602
1999,1,2,7,0,0,0,-15.604376220703102
1999,1,2,7,30,10,62,-15.122381591796852
1999,1,2,8,0,36,212,-14.640417480468727
1999,1,2,8,30,53,386,-14.057379150390602
1999,1,2,9,0,60,698,-13.474340820312477
1999,1,2,9,30,66,765,-12.802801513671852
1999,1,2,10,0,71,809,-12.131231689453102
1999,1,2,10,30,74,837,-11.451544189453102
1999,1,2,11,0,76,854,-10.771856689453102
1999,1,2,11,30,77,861,-10.240240478515602
1999,1,2,12,0,77,860,-9.708624267578102
1999,1,2,12,30,159,326,-9.404333496093727
1999,1,2,13,0,118,501,-9.100012207031227
1999,1,2,13,30,139,269,-8.915075683593727
1999,1,2,14,0,99,426,-8.730108642578102
1999,1,2,14,30,57,717,-8.731726074218727
1999,1,2,15,0,76,95,-8.733343505859352
1999,1,2,15,30,49,58,-8.725042724609352
1999,1,2,16,0,0,0,-8.716772460937477
1999,1,2,16,30,0,0,-8.652044677734352
1999,1,2,17,0,0,0,-8.587347412109352
1999,1,2,17,30,0,0,-8.561621093749977
1999,1,2,18,0,0,0,-8.535894775390602
1999,1,2,18,30,0,0,-8.598394775390602
1999,1,2,19,0,0,0,-8.660925292968727
1999,1,2,19,30,0,0,-8.653601074218727
1999,1,2,20,0,0,0,-8.646307373046852
1999,1,2,20,30,0,0,-8.547705078124977
1999,1,2,21,0,0,0,-8.449102783203102
1999,1,2,21,30,0,0,-8.195837402343727
1999,1,2,22,0,0,0,-7.942602539062477
1999,1,2,22,30,0,0,-7.543524169921852
1999,1,2,23,0,0,0,-7.144445800781227
1999,1,2,23,30,0,0,-6.974798583984352
1999,1,3,0,0,0,0,-6.805151367187477
1999,1,3,0,30,0,0,-6.724157714843727
1999,1,3,1,0,0,0,-6.643164062499977
1999,1,3,1,30,0,0,-6.546881103515602
1999,1,3,2,0,0,0,-6.450598144531227
1999,1,3,2,30,0,0,-6.273748779296852
1999,1,3,3,0,0,0,-6.096899414062477
1999,1,3,3,30,0,0,-5.784155273437477
1999,1,3,4,0,0,0,-5.471380615234352
1999,1,3,4,30,0,0,-4.958685302734352
1999,1,3,5,0,0,0,-4.445989990234352
1999,1,3,5,30,0,0,-3.8466552734374773
1999,1,3,6,0,0,0,-3.2472900390624773
1999,1,3,6,30,0,0,-2.6002868652343523
1999,1,3,7,0,0,0,-1.9532531738281023
1999,1,3,7,30,2,0,-1.2438720703124773
1999,1,3,8,0,12,0,-0.5344604492187273
1999,1,3,8,30,38,0,0.12441406250002274
1999,1,3,9,0,41,0,0.7832885742187727
1999,1,3,9,30,69,0,1.3732543945312727
1999,1,3,10,0,66,0,1.9632202148437727
1999,1,3,10,30,82,0,2.4669738769531477
1999,1,3,11,0,93,0,2.9707275390625227
1999,1,3,11,30,85,0,3.5161987304687727
1999,1,3,12,0,81,0,4.061669921875023
1999,1,3,12,30,57,0,4.765618896484398
1999,1,3,13,0,68,0,5.469567871093773
1999,1,3,13,30,48,0,6.102929687500023
1999,1,3,14,0,23,0,6.736260986328148
1999,1,3,14,30,4,0,7.341638183593773
1999,1,3,15,0,3,0,7.947015380859398
1999,1,3,15,30,28,510,8.507470703125023
1999,1,3,16,0,0,0,9.067926025390648
1999,1,3,16,30,0,0,9.497247314453148
1999,1,3,17,0,0,0,9.926599121093773
1999,1,3,17,30,0,0,9.940789794921898
1999,1,3,18,0,0,0,9.955010986328148
1999,1,3,18,30,0,0,9.528527832031273
1999,1,3,19,0,0,0,9.102075195312523
1999,1,3,19,30,0,0,8.646112060546898
1999,1,3,20,0,0,0,8.190179443359398
1999,1,3,20,30,0,0,7.613519287109398
1999,1,3,21,0,0,0,7.036859130859398
1999,1,3,21,30,0,0,6.500024414062523
1999,1,3,22,0,0,0,5.963189697265648
1999,1,3,22,30,0,0,5.250115966796898
1999,1,3,23,0,0,0,4.537042236328148
1999,1,3,23,30,0,0,3.4160705566406477
1999,1,4,0,0,0,0,2.2951293945312727
1999,1,4,0,30,0,0,1.2877136230468977
1999,1,4,1,0,0,0,0.28029785156252274
1999,1,4,1,30,0,0,-0.49582519531247726
1999,1,4,2,0,0,0,-1.2719482421874773
1999,1,4,2,30,0,0,-1.8597473144531023
1999,1,4,3,0,0,0,-2.4475463867187273
1999,1,4,3,30,0,0,-2.6353515624999773
1999,1,4,4,0,0,0,-2.8231567382812273
1999,1,4,4,30,0,0,-2.8238281249999773
1999,1,4,5,0,0,0,-2.8244689941406023
1999,1,4,5,30,0,0,-2.8591369628906023
1999,1,4,6,0,0,0,-2.8937744140624773
1999,1,4,6,30,0,0,-2.9197448730468523
1999,1,4,7,0,0,0,-2.9457153320312273
1999,1,4,7,30,3,0,-2.5621093749999773
1999,1,4,8,0,18,0,-2.1785034179687273
1999,1,4,8,30,60,2,-1.8352722167968523
1999,1,4,9,0,86,10,-1.4920410156249773
1999,1,4,9,30,66,763,-1.3538269042968523
1999,1,4,10,0,140,231,-1.2156433105468523
1999,1,4,10,30,144,343,-1.1226562499999773
1999,1,4,11,0,151,379,-1.0296691894531023
1999,1,4,11,30,183,166,-1.0221313476562273
1999,1,4,12,0,170,302,-1.0146240234374773
1999,1,4,12,30,126,523,-1.1084350585937273
1999,1,4,13,0,127,466,-1.2022766113281023
1999,1,4,13,30,126,388,-1.4975646972656023
1999,1,4,14,0,65,797,-1.7928833007812273
1999,1,4,14,30,58,750,-2.2616027832031023
1999,1,4,15,0,48,688,-2.7303222656249773
